,album_type,total_tracks,href,id,images,name,release_date,release_date_precision,type,uri,artists,album_group,external_urls.spotify,Album_ID,Producer,Producer_ID
1,compilation,1,https://api.spotify.com/v1/albums/2mwK16YuMMP6EYQ1ASk7km,2mwK16YuMMP6EYQ1ASk7km,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2735823fd4f0c1c9b428ab65f44', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e025823fd4f0c1c9b428ab65f44', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048515823fd4f0c1c9b428ab65f44', 'height': 64, 'width': 64}]",Ve Kamleya (Lofi Remix),2024-01-18,day,album,spotify:album:2mwK16YuMMP6EYQ1ASk7km,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/2mwK16YuMMP6EYQ1ASk7km,2mwK16YuMMP6EYQ1ASk7km,Various Artists,0LyfQWJT6nXafLPZqxe9Of
2,compilation,15,https://api.spotify.com/v1/albums/3u3dwG4LHGWFzwBX6fGeJJ,3u3dwG4LHGWFzwBX6fGeJJ,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2737fdffee7474fbba57e47b285', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e027fdffee7474fbba57e47b285', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048517fdffee7474fbba57e47b285', 'height': 64, 'width': 64}]",Pyaar Pro Max,2023-02-13,day,album,spotify:album:3u3dwG4LHGWFzwBX6fGeJJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/3u3dwG4LHGWFzwBX6fGeJJ,3u3dwG4LHGWFzwBX6fGeJJ,Various Artists,0LyfQWJT6nXafLPZqxe9Of
3,single,1,https://api.spotify.com/v1/albums/61KzmJRht0p6EzG8UEePML,61KzmJRht0p6EzG8UEePML,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273e047728f08abba2638b8d669', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02e047728f08abba2638b8d669', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851e047728f08abba2638b8d669', 'height': 64, 'width': 64}]",Milne Hai Mujhse Aayi - Driving Techno Mix,2024-01-05,day,album,spotify:album:61KzmJRht0p6EzG8UEePML,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/184efJpcsSYBb0vx58nZhh'}, 'href': 'https://api.spotify.com/v1/artists/184efJpcsSYBb0vx58nZhh', 'id': '184efJpcsSYBb0vx58nZhh', 'name': 'DJ Rik', 'type': 'artist', 'uri': 'spotify:artist:184efJpcsSYBb0vx58nZhh'}]",appears_on,https://open.spotify.com/album/61KzmJRht0p6EzG8UEePML,61KzmJRht0p6EzG8UEePML,DJ Rik,184efJpcsSYBb0vx58nZhh
4,compilation,1,https://api.spotify.com/v1/albums/5ai0uIiLKrSRiWKOH3o05C,5ai0uIiLKrSRiWKOH3o05C,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273c68e2a4ded9401e37653f5c0', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02c68e2a4ded9401e37653f5c0', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851c68e2a4ded9401e37653f5c0', 'height': 64, 'width': 64}]",Sushant Singh Mashup,2020-08-11,day,album,spotify:album:5ai0uIiLKrSRiWKOH3o05C,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/5ai0uIiLKrSRiWKOH3o05C,5ai0uIiLKrSRiWKOH3o05C,Various Artists,0LyfQWJT6nXafLPZqxe9Of
5,single,1,https://api.spotify.com/v1/albums/4G8zSUVfHlUyauXBengZVr,4G8zSUVfHlUyauXBengZVr,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2733cd6845624db1f2eae658ca1', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e023cd6845624db1f2eae658ca1', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048513cd6845624db1f2eae658ca1', 'height': 64, 'width': 64}]",Phir Aur Kya Chahiye (LoFi),2024-05-17,day,album,spotify:album:4G8zSUVfHlUyauXBengZVr,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/4G8zSUVfHlUyauXBengZVr,4G8zSUVfHlUyauXBengZVr,Various Artists,0LyfQWJT6nXafLPZqxe9Of
6,single,1,https://api.spotify.com/v1/albums/0qiWSudHtBgrdVGErpzY5x,0qiWSudHtBgrdVGErpzY5x,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2733244ad3665924aa182184b46', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e023244ad3665924aa182184b46', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048513244ad3665924aa182184b46', 'height': 64, 'width': 64}]",Sun Bhi Le (Lofi Flip),2023-11-28,day,album,spotify:album:0qiWSudHtBgrdVGErpzY5x,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/0qiWSudHtBgrdVGErpzY5x,0qiWSudHtBgrdVGErpzY5x,Various Artists,0LyfQWJT6nXafLPZqxe9Of
7,single,1,https://api.spotify.com/v1/albums/0XQ9MFt3QFo7uX2o90hzR6,0XQ9MFt3QFo7uX2o90hzR6,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27378bae1ad46cd59b8ca583496', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0278bae1ad46cd59b8ca583496', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485178bae1ad46cd59b8ca583496', 'height': 64, 'width': 64}]",Ve Kamleya (Chill Flip),2024-01-04,day,album,spotify:album:0XQ9MFt3QFo7uX2o90hzR6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/0XQ9MFt3QFo7uX2o90hzR6,0XQ9MFt3QFo7uX2o90hzR6,Various Artists,0LyfQWJT6nXafLPZqxe9Of
8,compilation,10,https://api.spotify.com/v1/albums/3qnTYBYJm6AzZZ1MqOHKKs,3qnTYBYJm6AzZZ1MqOHKKs,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2733f7b4ce19a56703d5e6f2429', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e023f7b4ce19a56703d5e6f2429', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048513f7b4ce19a56703d5e6f2429', 'height': 64, 'width': 64}]",Vocal For Local,2020-05-30,day,album,spotify:album:3qnTYBYJm6AzZZ1MqOHKKs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/3qnTYBYJm6AzZZ1MqOHKKs,3qnTYBYJm6AzZZ1MqOHKKs,Various Artists,0LyfQWJT6nXafLPZqxe9Of
9,single,1,https://api.spotify.com/v1/albums/076itFl6iRhEo6IJnpiCzO,076itFl6iRhEo6IJnpiCzO,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2731d0616498d402bb35359998f', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e021d0616498d402bb35359998f', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048511d0616498d402bb35359998f', 'height': 64, 'width': 64}]",Love Mashup by DJ VKEY,2019-03-28,day,album,spotify:album:076itFl6iRhEo6IJnpiCzO,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/076itFl6iRhEo6IJnpiCzO,076itFl6iRhEo6IJnpiCzO,Various Artists,0LyfQWJT6nXafLPZqxe9Of
10,single,1,https://api.spotify.com/v1/albums/0k6DYfD8C2gqPt5eNuOaKB,0k6DYfD8C2gqPt5eNuOaKB,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273bd489be2a731c222f62480b5', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02bd489be2a731c222f62480b5', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851bd489be2a731c222f62480b5', 'height': 64, 'width': 64}]",Pal (LoFi),2024-05-31,day,album,spotify:album:0k6DYfD8C2gqPt5eNuOaKB,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/0k6DYfD8C2gqPt5eNuOaKB,0k6DYfD8C2gqPt5eNuOaKB,Various Artists,0LyfQWJT6nXafLPZqxe9Of
11,compilation,1,https://api.spotify.com/v1/albums/1wcUC1ETe9bbGUNyoI8S45,1wcUC1ETe9bbGUNyoI8S45,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273a127795743535025c0d4bfcb', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02a127795743535025c0d4bfcb', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851a127795743535025c0d4bfcb', 'height': 64, 'width': 64}]",Tum Kya Mile (Stripped-Down Version),2024-07-11,day,album,spotify:album:1wcUC1ETe9bbGUNyoI8S45,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/1wcUC1ETe9bbGUNyoI8S45,1wcUC1ETe9bbGUNyoI8S45,Various Artists,0LyfQWJT6nXafLPZqxe9Of
12,single,1,https://api.spotify.com/v1/albums/5Cqr9h363bfNXaO68oeH8h,5Cqr9h363bfNXaO68oeH8h,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2731a2662599f1e1cb74f4494cb', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e021a2662599f1e1cb74f4494cb', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048511a2662599f1e1cb74f4494cb', 'height': 64, 'width': 64}]",Phir Aur Kya Chahiye (Drill Mix),2023-08-04,day,album,spotify:album:5Cqr9h363bfNXaO68oeH8h,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/5Cqr9h363bfNXaO68oeH8h,5Cqr9h363bfNXaO68oeH8h,Various Artists,0LyfQWJT6nXafLPZqxe9Of
13,compilation,1,https://api.spotify.com/v1/albums/5BfNohUnTAJ9PHdrN5NZPI,5BfNohUnTAJ9PHdrN5NZPI,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27380209d1037570666f0fcad3f', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0280209d1037570666f0fcad3f', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485180209d1037570666f0fcad3f', 'height': 64, 'width': 64}]",Tum Kya Mile (Club Remix),2023-10-11,day,album,spotify:album:5BfNohUnTAJ9PHdrN5NZPI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/5BfNohUnTAJ9PHdrN5NZPI,5BfNohUnTAJ9PHdrN5NZPI,Various Artists,0LyfQWJT6nXafLPZqxe9Of
14,compilation,10,https://api.spotify.com/v1/albums/5IR9uwxjPcxs0dbvZaM7J9,5IR9uwxjPcxs0dbvZaM7J9,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2736f93f0b05799b24442ae603d', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e026f93f0b05799b24442ae603d', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048516f93f0b05799b24442ae603d', 'height': 64, 'width': 64}]",The Ultimate Party Songs,2017-12-22,day,album,spotify:album:5IR9uwxjPcxs0dbvZaM7J9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/5IR9uwxjPcxs0dbvZaM7J9,5IR9uwxjPcxs0dbvZaM7J9,Various Artists,0LyfQWJT6nXafLPZqxe9Of
15,compilation,1,https://api.spotify.com/v1/albums/1eMqyQq26z9Vx4Ms8dtzNZ,1eMqyQq26z9Vx4Ms8dtzNZ,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2730c6fde9e0c86a87eb28e5cf3', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e020c6fde9e0c86a87eb28e5cf3', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048510c6fde9e0c86a87eb28e5cf3', 'height': 64, 'width': 64}]",Tum Kya Mile (LoFi Flip),2024-09-17,day,album,spotify:album:1eMqyQq26z9Vx4Ms8dtzNZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/1eMqyQq26z9Vx4Ms8dtzNZ,1eMqyQq26z9Vx4Ms8dtzNZ,Various Artists,0LyfQWJT6nXafLPZqxe9Of
16,compilation,1,https://api.spotify.com/v1/albums/1rkqYCOjou55TBoemx5yuy,1rkqYCOjou55TBoemx5yuy,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27387c04a15bb3db549a81a0377', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0287c04a15bb3db549a81a0377', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485187c04a15bb3db549a81a0377', 'height': 64, 'width': 64}]",Ve Kamleya (Fusion Remix),2023-10-18,day,album,spotify:album:1rkqYCOjou55TBoemx5yuy,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/1rkqYCOjou55TBoemx5yuy,1rkqYCOjou55TBoemx5yuy,Various Artists,0LyfQWJT6nXafLPZqxe9Of
17,compilation,12,https://api.spotify.com/v1/albums/0MZULi53ZvDkJ6zU13Pcld,0MZULi53ZvDkJ6zU13Pcld,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2735506cb81205f9e73f1258113', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e025506cb81205f9e73f1258113', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048515506cb81205f9e73f1258113', 'height': 64, 'width': 64}]","Open Stage Sessions, Vol. 41",2024-08-15,day,album,spotify:album:0MZULi53ZvDkJ6zU13Pcld,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/0MZULi53ZvDkJ6zU13Pcld,0MZULi53ZvDkJ6zU13Pcld,Various Artists,0LyfQWJT6nXafLPZqxe9Of
18,compilation,10,https://api.spotify.com/v1/albums/0oBVAW67XqPnZhPHVXszbs,0oBVAW67XqPnZhPHVXszbs,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273361462fc5101fa83360a4a35', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02361462fc5101fa83360a4a35', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851361462fc5101fa83360a4a35', 'height': 64, 'width': 64}]",YRF Top 10 - Punjabi Junction,2021-05-04,day,album,spotify:album:0oBVAW67XqPnZhPHVXszbs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/0oBVAW67XqPnZhPHVXszbs,0oBVAW67XqPnZhPHVXszbs,Various Artists,0LyfQWJT6nXafLPZqxe9Of
19,compilation,7,https://api.spotify.com/v1/albums/0Iqo9VUgprDY4Ic5Q3g52X,0Iqo9VUgprDY4Ic5Q3g52X,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273ab34681e4a851df9ff2be047', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ab34681e4a851df9ff2be047', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ab34681e4a851df9ff2be047', 'height': 64, 'width': 64}]",Telugu Lofi Beat Mix,2022-11-26,day,album,spotify:album:0Iqo9VUgprDY4Ic5Q3g52X,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/0Iqo9VUgprDY4Ic5Q3g52X,0Iqo9VUgprDY4Ic5Q3g52X,Various Artists,0LyfQWJT6nXafLPZqxe9Of
20,single,1,https://api.spotify.com/v1/albums/21Uh4OjpZmcREQLxUX5Tdt,21Uh4OjpZmcREQLxUX5Tdt,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2731ef00325400db75ad3f4727d', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e021ef00325400db75ad3f4727d', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048511ef00325400db75ad3f4727d', 'height': 64, 'width': 64}]",Muskurahat (LoFi),2024-05-28,day,album,spotify:album:21Uh4OjpZmcREQLxUX5Tdt,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/21Uh4OjpZmcREQLxUX5Tdt,21Uh4OjpZmcREQLxUX5Tdt,Various Artists,0LyfQWJT6nXafLPZqxe9Of
21,compilation,1,https://api.spotify.com/v1/albums/4NV1z37yZ6NPvE19AEcXtX,4NV1z37yZ6NPvE19AEcXtX,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2735b4cda850b1b96dddfc50405', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e025b4cda850b1b96dddfc50405', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048515b4cda850b1b96dddfc50405', 'height': 64, 'width': 64}]",Nachange Saari Raat Non Stop Bollywood Dandiya-2016,2016-09-28,day,album,spotify:album:4NV1z37yZ6NPvE19AEcXtX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/4NV1z37yZ6NPvE19AEcXtX,4NV1z37yZ6NPvE19AEcXtX,Various Artists,0LyfQWJT6nXafLPZqxe9Of
22,single,1,https://api.spotify.com/v1/albums/536VJur0xB0ZDfT7rLn7X8,536VJur0xB0ZDfT7rLn7X8,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2735cadbabc4080fe12a40611b6', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e025cadbabc4080fe12a40611b6', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048515cadbabc4080fe12a40611b6', 'height': 64, 'width': 64}]",Phir Aur Kya Chahiye (Deep House Mix),2024-01-08,day,album,spotify:album:536VJur0xB0ZDfT7rLn7X8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/536VJur0xB0ZDfT7rLn7X8,536VJur0xB0ZDfT7rLn7X8,Various Artists,0LyfQWJT6nXafLPZqxe9Of
23,compilation,1,https://api.spotify.com/v1/albums/4PMITNPi0kGDt0mVMqBt1x,4PMITNPi0kGDt0mVMqBt1x,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27389318581058c1b7cb6ca8614', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0289318581058c1b7cb6ca8614', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485189318581058c1b7cb6ca8614', 'height': 64, 'width': 64}]",Rocky Aur Rani (LoFi Mashup),2024-06-25,day,album,spotify:album:4PMITNPi0kGDt0mVMqBt1x,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/4PMITNPi0kGDt0mVMqBt1x,4PMITNPi0kGDt0mVMqBt1x,Various Artists,0LyfQWJT6nXafLPZqxe9Of
24,compilation,15,https://api.spotify.com/v1/albums/0nlsoQ6Us1T8VF9f3sXp7W,0nlsoQ6Us1T8VF9f3sXp7W,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2737128258a21a0ff973789a6c6', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e027128258a21a0ff973789a6c6', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048517128258a21a0ff973789a6c6', 'height': 64, 'width': 64}]","Open Stage Melodies, Vol. 51",2024-01-10,day,album,spotify:album:0nlsoQ6Us1T8VF9f3sXp7W,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",appears_on,https://open.spotify.com/album/0nlsoQ6Us1T8VF9f3sXp7W,0nlsoQ6Us1T8VF9f3sXp7W,Various Artists,0LyfQWJT6nXafLPZqxe9Of
